Pathways	t.non-ED.T1.All	p.vals.non-ED.T1.All	adj.p.vals.non-ED.T1.All	t.non-ED.T2.All	p.vals.non-ED.T2.All	adj.p.vals.non-ED.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.non-ED.T1.CEED	p.vals.non-ED.T1.CEED	adj.p.vals.non-ED.T1.CEED	t.non-ED.T2.CEED	p.vals.non-ED.T2.CEED	adj.p.vals.non-ED.T2.CEED	t.T1.T2.CEED	p.vals.T1.T2.CEED	adj.p.vals.T1.T2.CEED	t.non-ED.T1.ACUTE	p.vals.non-ED.T1.ACUTE	adj.p.vals.non-ED.T1.ACUTE	t.non-ED.T2.ACUTE	p.vals.non-ED.T2.ACUTE	adj.p.vals.non-ED.T2.ACUTE	t.T1.T2.ACUTE	p.vals.T1.T2.ACUTE	adj.p.vals.T1.T2.ACUTE
PWY-6588: pyruvate fermentation to acetone	1.819637006	0.070403119	0.141125303	-0.398526943	0.690914237	0.774791439	-1.644807967	0.1041397	0.174997641	2.208313848	0.029502408	0.093339541	-0.676370032	0.502306846	0.637167439	-1.937656011	0.061532877	0.172928602	0.52283162	0.602853388	0.687168547	-0.100798166	0.919992303	0.952119018	-0.454594235	0.651687883	0.810878816
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	-0.921329307	0.358119093	0.484426657	1.025313564	0.306694677	0.4309589	2.549727092	0.012794284	0.040891534	-2.164589275	0.033658487	0.100734242	-0.274668788	0.784524892	0.869915356	1.38368903	0.176030461	0.295803765	0.420725784	0.676520964	0.745087278	1.216677997	0.232573309	0.533935906	2.227269803	0.031215504	0.173657568
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	2.472695595	0.014335218	0.038944008	-0.389039677	0.697841766	0.779097315	-2.323866605	0.022807517	0.058087895	1.62904442	0.106463733	0.24441674	-0.095125988	0.924527876	0.956812977	-1.359804989	0.183396196	0.303488121	0.792678006	0.430888873	0.546659658	-1.225935925	0.224600562	0.529545347	-1.873443762	0.067814067	0.227438241
PWY-6606: guanosine nucleotides degradation II	1.465815097	0.144384309	0.243882304	-0.479019269	0.632830027	0.734172914	-1.720952495	0.089328318	0.153423206	1.077290555	0.284578518	0.501473496	0.149791306	0.881437908	0.933439603	-0.584896652	0.562719009	0.659879126	0.305533148	0.760789459	0.815846591	-1.048433182	0.298672769	0.593703188	-1.643381497	0.107597391	0.254179343
PWY-6608: guanosine nucleotides degradation III	2.284900345	0.023614976	0.056193301	1.415602346	0.159650475	0.276587486	-0.632709912	0.528822216	0.596526098	1.698026937	0.094223768	0.221568355	2.057583062	0.044105877	0.136877337	0.587953588	0.560690226	0.659879126	1.62453588	0.108122285	0.21904524	0.627652256	0.532500558	0.732469122	-1.0998296	0.277525808	0.468964939
PWY-6609: adenine and adenosine salvage III	4.504790133	1.16E-05	8.62E-05	0.905364133	0.366720759	0.494012262	-2.950554001	0.004215276	0.021812381	3.452136845	0.000889948	0.005688684	0.377674863	0.707196448	0.803296314	-2.968425395	0.005629769	0.125575516	2.935468813	0.005119742	0.027730752	1.093951363	0.27818932	0.573985559	-1.688975304	0.098464085	0.250775716
PWY-6612: superpathway of tetrahydrofolate biosynthesis	3.179264249	0.001769303	0.006338382	2.722649843	0.007161114	0.040956545	-0.779178231	0.438294268	0.527985727	2.112490902	0.037023554	0.108735843	1.432074133	0.155491119	0.277351403	-0.665182418	0.510699965	0.614347559	1.832931539	0.073757474	0.176801003	1.808872398	0.076923428	0.280947159	-0.471991065	0.639319658	0.798537197
PWY-6628: superpathway of L-phenylalanine biosynthesis	-0.97946922	0.328707801	0.46794211	1.702583269	0.090485924	0.18788797	2.389020266	0.019374396	0.051848578	-0.787410356	0.433964226	0.673677799	2.497405409	0.014211796	0.089097027	2.529050059	0.016563642	0.125575516	-0.903086561	0.369587608	0.497874216	0.010564078	0.991618027	0.996506787	0.92941405	0.357862954	0.549169956
PWY-6629: superpathway of L-tryptophan biosynthesis	-0.805059425	0.421908508	0.537274116	1.593683166	0.11292452	0.224471911	1.987714736	0.050445584	0.102144474	-0.097487579	0.922647563	0.946975712	2.53262031	0.013217783	0.086979136	1.616928356	0.115710825	0.236146481	-1.951874499	0.0551045	0.146049324	-0.532522784	0.596179595	0.763633261	1.182478629	0.24351329	0.433008504
PWY-6630: superpathway of L-tyrosine biosynthesis	-1.188688806	0.236336854	0.36514604	1.688717483	0.093428383	0.191191304	2.403082331	0.018696835	0.050793068	-0.748008588	0.457433038	0.693596141	2.723324954	0.00775581	0.074139574	2.311795729	0.027380007	0.141559129	-0.841325504	0.402915566	0.521232042	0.347588569	0.730202312	0.856280409	1.307001696	0.198158734	0.373408943
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	-1.532243089	0.128334969	0.226147026	1.18674556	0.23756814	0.365317046	1.981494595	0.051152713	0.102305425	-0.609169361	0.545337646	0.763078017	1.756480715	0.083296783	0.189893364	1.283271216	0.208613184	0.325396641	-1.710038332	0.09295296	0.198608973	-1.022909548	0.310441005	0.594205432	1.619069145	0.112744794	0.255241686
PWY-6700: queuosine biosynthesis	-1.491340625	0.137874175	0.237032189	-1.546035471	0.124638306	0.234867559	0.718867122	0.474427276	0.556342776	-0.990504335	0.325744787	0.56186667	-1.079321912	0.285352129	0.426719239	0.124616783	0.901606491	0.933091162	-1.075119012	0.285495273	0.421695286	-1.1016607	0.27437887	0.573985559	0.794063451	0.43151905	0.621794658
PWY-6703: preQ0 biosynthesis	-3.143156141	0.001997633	0.006927963	-2.759363366	0.006826983	0.040956545	0.020262557	0.983887029	0.989594748	-1.960698687	0.053599699	0.139440149	-2.200948522	0.031737031	0.121391553	-0.428387835	0.6712386	0.739269539	-2.687202231	0.008729446	0.040030736	-2.186030338	0.032836297	0.175069227	0.215786459	0.830174549	0.904557218
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	-0.771423101	0.441637571	0.549518505	1.782483164	0.077176266	0.16552278	2.777520174	0.006895806	0.027415035	-0.193080482	0.847274758	0.914607851	1.912772303	0.059796952	0.153571886	2.62625088	0.013135823	0.125575516	-1.006719693	0.317638763	0.450218421	0.664951787	0.509270167	0.706476913	1.353540759	0.182955527	0.355007742
PWY-6737: starch degradation V	5.295417587	3.51E-07	3.69E-06	2.392173608	0.017944275	0.073122919	-3.150242312	0.00233325	0.019136706	4.011876234	0.00014373	0.001419875	1.300298498	0.197358675	0.333362322	-2.568252852	0.015092452	0.125575516	3.927495712	0.000181273	0.00196983	2.278375597	0.025672884	0.158795673	-2.00308323	0.051497429	0.193950893
PWY-6803: phosphatidylcholine acyl editing	-1.032323501	0.30370029	0.440027976	2.189787668	0.030350252	0.095136367	3.104451026	0.002677973	0.019415138	-0.342742789	0.73256852	0.856328678	2.287545888	0.024950128	0.117740913	2.706151233	0.010823248	0.125575516	-1.273610888	0.207345929	0.343120675	0.789045852	0.433668785	0.679692422	1.777869658	0.082497578	0.238380184
PWY-6823: molybdenum cofactor biosynthesis	-1.071060118	0.285962622	0.418044012	1.602284475	0.111810677	0.223621355	1.900050384	0.061219712	0.118795394	-0.402495829	0.688989666	0.831891226	1.798333805	0.076392505	0.176623806	1.213341847	0.233879603	0.346817351	-1.386517528	0.169955236	0.30610722	0.473704172	0.638016141	0.787853265	1.7770831	0.082628714	0.238380184
PWY-6859: all-trans-farnesol biosynthesis	-0.971575425	0.332931909	0.469510393	0.184526339	0.853831154	0.915854899	0.467540926	0.641450772	0.701721314	-0.834179076	0.406959037	0.647717676	-0.61919511	0.538488126	0.667479578	-0.274034539	0.785819301	0.831743806	-0.760792376	0.449003053	0.554450739	0.572202505	0.569670052	0.751036963	1.163273772	0.251133268	0.439683449
PWY-6891: thiazole biosynthesis II (Bacillus)	-0.853218112	0.394886854	0.513851202	2.178703579	0.031448586	0.096404243	2.260176984	0.026673831	0.063012094	-0.479495843	0.633510684	0.814752101	2.25254429	0.027408648	0.117740913	1.575558731	0.124963643	0.246897865	-0.656194902	0.513593185	0.608841376	0.94832256	0.35024081	0.630094448	1.849451369	0.071273866	0.23005228
PWY-6892: thiazole biosynthesis I (E. coli)	-0.851779507	0.395633901	0.513851202	2.030821107	0.044549663	0.116185521	2.216718286	0.029632979	0.067554904	-0.466910936	0.642416898	0.814752101	2.465322143	0.016046515	0.093107905	1.664132689	0.105849798	0.230046895	-0.612849501	0.541808739	0.630820175	0.780856995	0.440667992	0.686326206	1.57940614	0.121571938	0.262466568
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	-0.991884032	0.322652468	0.461336424	2.741525258	0.006931113	0.040956545	3.223874045	0.001864571	0.018067273	-0.30771209	0.759141809	0.864485774	2.879712807	0.00507429	0.067542509	2.451440936	0.019871768	0.127724751	-1.611383021	0.11117007	0.222340141	0.861621509	0.39258649	0.633580178	2.156633977	0.036669359	0.173657568
PWY-6897: thiamin salvage II	-3.17952186	0.001727612	0.006257794	-1.924215732	0.056179567	0.135481106	1.238529473	0.219331686	0.314987356	-2.60069532	0.010982145	0.040683856	-2.887826825	0.005386826	0.067542509	-0.531947791	0.59843624	0.683043272	-2.042879362	0.044543886	0.12779529	-0.188703801	0.850864257	0.912308515	2.156835092	0.036652706	0.173657568
PWY-6901: superpathway of glucose and xylose degradation	-0.544366424	0.5868394	0.676005811	2.215478171	0.028078214	0.092592387	3.021043024	0.003430669	0.02116449	-0.181596146	0.856381413	0.920580958	2.028925845	0.045274475	0.137939056	1.955288219	0.059329826	0.171163922	-1.061353653	0.292400927	0.42624512	0.545988411	0.58768029	0.763633261	2.297161315	0.026540635	0.173053545
PWY-6936: seleno-amino acid biosynthesis	0.96542297	0.335570312	0.469510393	-0.057083569	0.954558938	0.969427457	-1.34192234	0.183616687	0.274582752	1.014244709	0.313109376	0.54584843	-0.347425672	0.729656442	0.825930556	-1.415744835	0.166510221	0.287120703	-0.090307876	0.9282981	0.951651512	-0.302896406	0.7628434	0.869534784	-0.615479534	0.541482168	0.729434657
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	0.36536371	0.715294212	0.787790247	3.738574504	0.000251123	0.004093302	3.131976834	0.002465465	0.019136706	0.435963481	0.664049841	0.829238407	2.189480009	0.031791955	0.121391553	2.129463252	0.041005925	0.148532574	0.555306507	0.580309936	0.666130419	3.001968352	0.004170429	0.068145277	2.294060535	0.026733977	0.173053545
PWY-7003: glycerol degradation to butanol	1.133669863	0.258436052	0.393430913	1.344919965	0.180803151	0.299197093	0.843631441	0.401522923	0.49770522	1.257648356	0.21255968	0.400545987	-0.036626312	0.970922627	0.982983778	-0.601618642	0.551666816	0.656340818	-0.144934475	0.885152568	0.921916093	1.122740678	0.265304834	0.568191135	1.665428384	0.103097697	0.254061104
"PWY-7013: L-1,2-propanediol degradation"	-2.610749439	0.010466587	0.030243283	-0.668086373	0.505682083	0.626815054	2.34669299	0.021547785	0.055906475	-2.274931916	0.028613969	0.09145249	0.700518829	0.485431792	0.623034505	2.375691169	0.023672714	0.136659461	-1.486193248	0.142531268	0.268584933	-0.897717212	0.373321035	0.630491892	1.031403778	0.308118049	0.494810267
PWY-7111: pyruvate fermentation to isobutanol (engineered)	2.625683088	0.009606594	0.02847045	0.758647473	0.449517166	0.576939354	-2.691979716	0.008732569	0.031283709	3.876562969	0.000199319	0.001697544	0.124025683	0.901826755	0.945323223	-2.222778795	0.033419201	0.141559129	1.733529649	0.086933358	0.195700316	1.253092559	0.214303498	0.518396698	-1.637015535	0.108926218	0.254499581
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type"	1.285050878	0.200350261	0.318605781	2.703822886	0.007535375	0.042216953	1.572967691	0.119880384	0.195405025	0.526707199	0.600063942	0.791395385	3.552357911	0.000585105	0.040072879	2.184388593	0.036373716	0.141559129	0.410315462	0.683001657	0.749692055	0.377912539	0.706662892	0.840774098	0.180961797	0.857247822	0.915288753
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	1.395197869	0.165153122	0.274693459	0.321656722	0.748106354	0.82672092	-1.430728073	0.156607099	0.244077249	0.878788682	0.381522857	0.622233793	0.682261088	0.496904933	0.635258855	-0.118482226	0.906426219	0.934511119	0.768893545	0.445896087	0.552707697	-1.011216729	0.315329877	0.594205432	-2.27968926	0.027646599	0.173053545
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	-3.60712472	0.00039666	0.001747447	-2.237031193	0.026592149	0.092592387	1.798076672	0.076136084	0.139440244	-3.885542821	0.000266142	0.002169053	-1.625207859	0.110183545	0.224498973	1.922748715	0.063450452	0.175295318	-0.780102349	0.439567689	0.549038569	-0.583041953	0.562847453	0.748931713	0.859994895	0.394561432	0.594830171
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	2.111620217	0.03603978	0.081027368	1.738955922	0.083814506	0.177425513	-0.66054236	0.510903059	0.586459145	0.708196463	0.480668548	0.718797921	1.90350602	0.060014043	0.153571886	0.558408966	0.580451757	0.671018698	1.309292806	0.196011841	0.331087358	0.323182484	0.747669574	0.862000368	-1.317381134	0.194687669	0.369798789
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	1.087348195	0.278680312	0.409233251	-0.525419807	0.60028675	0.70903435	-0.778129664	0.438908381	0.527985727	0.229917127	0.819063896	0.905135017	-0.411232876	0.68291503	0.787238191	0.032270867	0.974456489	0.974456489	1.123346411	0.264660888	0.403174997	-0.236730585	0.813539593	0.907363199	-1.015800134	0.315406301	0.503161531
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	-3.747394624	0.000238919	0.00111268	-2.284108928	0.023627641	0.089134603	1.720477779	0.089414996	0.153423206	-3.382669105	0.001298609	0.007427132	-1.37139545	0.175470147	0.306579421	1.9066265	0.065582294	0.176453233	-1.188537989	0.240518633	0.378372514	-0.866235571	0.39071176	0.633580178	0.848357486	0.400936903	0.594830171
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	-0.368361674	0.713040809	0.787790247	0.506254538	0.613335117	0.721831221	1.428560336	0.157227675	0.244077249	0.44026938	0.660963429	0.828746454	2.064742227	0.041599461	0.132955139	1.942117378	0.060968851	0.172833439	-1.140587557	0.257639564	0.397778695	-0.966942382	0.337064666	0.620808367	0.652040319	0.517845562	0.707730291
PWY-7199: pyrimidine deoxyribonucleosides salvage	5.969816632	1.15E-08	1.79E-07	2.074873284	0.039799411	0.112822679	-2.931244775	0.004457504	0.022356098	3.189826096	0.002129514	0.011197121	0.708140085	0.481985927	0.621056965	-1.640079162	0.110783834	0.234516427	4.920241993	1.01E-05	0.000231523	2.425753172	0.017918943	0.132598211	-2.44734701	0.018551063	0.167990181
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	-1.132119809	0.259471308	0.393430913	3.207884452	0.001709263	0.019214473	2.915457596	0.004665038	0.022847969	-0.008908426	0.992914387	0.992914387	2.524626686	0.013333496	0.086979136	2.000757288	0.053962385	0.164408761	-1.715393554	0.090967093	0.197779727	1.851349109	0.071537325	0.27117637	2.260139845	0.028932664	0.173657568
PWY-7208: superpathway of pyrimidine nucleobases salvage	-3.391881598	0.000848202	0.003347439	-3.115069096	0.002228296	0.020754989	0.178840638	0.858538737	0.880137196	-2.983367137	0.003842291	0.017642071	-1.521232352	0.134043181	0.259644298	0.677966186	0.502666302	0.606923016	-1.59493775	0.116223969	0.231030573	-2.21592049	0.03007221	0.175069227	-0.32769269	0.744734222	0.853689805
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	4.375719793	2.12E-05	0.000138273	3.374503909	0.000912951	0.011447001	-0.69368263	0.48999604	0.570495389	2.260978309	0.02617786	0.085339823	1.044824674	0.300919569	0.441917876	-0.681533405	0.500437113	0.606477691	2.800498981	0.008287594	0.038596508	2.863330929	0.007191961	0.078152648	-0.1912519	0.849228452	0.915288753
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	-0.324537602	0.745908014	0.810553375	0.109290539	0.913113669	0.948009733	0.857795171	0.393702659	0.493642565	0.473012723	0.637529287	0.814752101	1.974705386	0.051191161	0.146388758	1.871546921	0.07043537	0.184511713	-1.138189134	0.25867817	0.397778695	-1.217464649	0.227412112	0.529545347	0.13610162	0.892376142	0.935373562
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	1.72275313	0.086635527	0.165164805	3.987525609	0.00010087	0.002348829	3.308988546	0.001433064	0.017991607	0.919069092	0.361678804	0.604652769	2.255003473	0.028532307	0.117740913	2.488815888	0.018209684	0.127724751	1.063197587	0.292532375	0.42624512	2.442609309	0.018303434	0.132598211	2.303531063	0.026147382	0.173053545
PWY-7219: adenosine ribonucleotides de novo biosynthesis	5.611121201	8.02E-08	1.09E-06	2.941962238	0.003709021	0.028119553	-3.057964127	0.003076032	0.020055732	4.512553474	1.72E-05	0.000263812	2.339778067	0.021299857	0.110218306	-2.020491529	0.051768096	0.160727614	4.389983015	4.03E-05	0.000625337	2.27144736	0.026178043	0.158795673	-2.287756286	0.02713095	0.173053545
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	-1.480136177	0.140550674	0.238643332	-0.975492841	0.330701822	0.452978126	0.935192539	0.352651125	0.449079167	-2.018638366	0.047734542	0.128489635	-0.457153437	0.648776922	0.771902469	1.266380618	0.214517974	0.331435352	-0.013770572	0.989067761	0.992111047	-0.145697753	0.884773887	0.925384411	0.402251095	0.689491892	0.82942567
PWY-7221: guanosine ribonucleotides de novo biosynthesis	2.464230197	0.014632701	0.03942364	-0.047597863	0.962099332	0.974050876	-2.314697696	0.023331623	0.058962085	2.824150381	0.005740751	0.02495535	0.623269516	0.535001473	0.667479578	-1.806282217	0.080287715	0.19532683	0.713991622	0.477270016	0.580559796	-0.983988683	0.328783274	0.61267128	-1.583560864	0.120621805	0.262264761
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	-1.480136177	0.140550674	0.238643332	-0.975492841	0.330701822	0.452978126	0.935192539	0.352651125	0.449079167	-2.018638366	0.047734542	0.128489635	-0.457153437	0.648776922	0.771902469	1.266380618	0.214517974	0.331435352	-0.013770572	0.989067761	0.992111047	-0.145697753	0.884773887	0.925384411	0.402251095	0.689491892	0.82942567
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	-4.451135082	1.54E-05	0.000106614	-3.02767912	0.002924401	0.02508828	1.729458026	0.087786952	0.153040356	-3.821478405	0.000337095	0.002680317	-1.528707604	0.132280976	0.259644298	2.142437292	0.039866838	0.147688512	-1.771901169	0.081644267	0.188766177	-1.633916243	0.107471543	0.364955447	0.756891952	0.453242068	0.639739215
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	-0.274893257	0.783707879	0.843197256	-0.678401951	0.49843603	0.622171184	-0.06190844	0.95079827	0.962609428	-1.231146783	0.221939378	0.410125115	-0.031851528	0.974667297	0.983719935	0.802412079	0.428233993	0.539012671	0.66323518	0.509955058	0.608841376	-0.052430343	0.958398289	0.979428972	-0.509465561	0.613030729	0.784030942
PWY-7234: inosine-5'-phosphate biosynthesis III	2.014670127	0.045361358	0.10128632	1.230456509	0.220619069	0.344123523	-1.127267976	0.263175684	0.360484341	2.253556844	0.026593472	0.085836356	-0.429593441	0.669420244	0.784225241	-2.438341099	0.020486402	0.128366035	-0.025972316	0.979351946	0.988448094	1.134564754	0.260401359	0.565250674	0.770754785	0.445066802	0.633588548
"PWY-7237: myo-, chiro- and scillo-inositol degradation"	-0.551003167	0.582734059	0.676005811	-2.292329379	0.024060874	0.089134603	-1.07303995	0.286648551	0.378329666	1.212860687	0.228277438	0.418081151	0.153265641	0.878601467	0.933439603	-1.105022233	0.277389432	0.388107102	-1.29478206	0.200692649	0.335516941	-2.986027377	0.004512918	0.068145277	-0.84417508	0.403243766	0.594830171
PWY-7242: D-fructuronate degradation	7.194204954	1.48E-11	9.66E-10	3.220402154	0.001590035	0.018512554	-2.805088672	0.006383944	0.027415035	5.405894258	4.42E-07	2.88E-05	1.472851082	0.146230832	0.270859382	-2.430360108	0.020869325	0.128366035	5.560283509	9.46E-07	5.14E-05	3.471003271	0.000886439	0.037348665	-1.814054227	0.076650979	0.233045794
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	5.898044485	1.72E-08	2.55E-07	2.736531609	0.006950472	0.040956545	-2.895434491	0.004941086	0.023688148	3.576834349	0.000612486	0.004026293	1.719866514	0.089725134	0.199452835	-1.454649824	0.155505867	0.278144809	4.773897131	1.04E-05	0.000231523	2.483844882	0.015362338	0.122149325	-2.525476291	0.015320901	0.16183101
PWY-7254: TCA cycle VII (acetate-producers)	-0.666824442	0.505849911	0.601850624	2.177163463	0.031400493	0.096404243	2.414711741	0.018152543	0.049728816	-0.230089619	0.818692328	0.905135017	2.459189326	0.016279603	0.093107905	1.880272099	0.069200303	0.183408933	-0.70969437	0.479918695	0.581611504	0.767961667	0.447757238	0.686326206	1.545832637	0.129473807	0.275872295
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	-0.881192449	0.379629531	0.503086289	2.106879318	0.037464409	0.108078562	2.274222936	0.025774724	0.063012094	-0.359426534	0.720551282	0.85254248	2.087315865	0.040502436	0.130730635	1.509023907	0.141103977	0.265041666	-0.870833519	0.386395216	0.503859362	0.931364	0.358864495	0.630491892	1.864235772	0.069124616	0.227622472
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	-1.489243658	0.138147595	0.237032189	-0.844002622	0.399935854	0.534340526	0.673949781	0.502387935	0.578722497	-1.235649441	0.219830639	0.409513075	-1.970626633	0.052839871	0.148498258	-0.48455013	0.631295757	0.704802797	-0.679134333	0.499229146	0.602772969	0.476869912	0.635024317	0.787853265	1.180228118	0.244397438	0.433008504
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	-0.797689512	0.426411861	0.540895979	2.225056889	0.028216521	0.092592387	2.113316727	0.037855866	0.080136444	-0.569007664	0.571842754	0.786197685	2.322168397	0.023100081	0.117666039	1.606963745	0.117886367	0.237923701	-0.507650762	0.613078917	0.687567854	0.938232751	0.355813809	0.630409249	1.752017907	0.086900099	0.2396497
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	-3.007782404	0.003099135	0.010309368	-1.312401002	0.191715361	0.311614899	1.752428025	0.083733392	0.149164404	-2.09825872	0.040648412	0.116240195	-0.752945373	0.455273838	0.598464803	1.40652412	0.169206222	0.287298064	-3.399160205	0.00113882	0.010607296	-2.289509031	0.025743951	0.158795673	1.095048551	0.279591234	0.468964939
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	-1.928312206	0.055361101	0.117615417	0.67870849	0.498307543	0.622171184	3.139196493	0.002412391	0.019136706	-1.159484626	0.249600328	0.454456827	0.381077838	0.703994825	0.803296314	1.903263893	0.066034645	0.176453233	-1.700768798	0.093212187	0.198608973	0.190961501	0.84950451	0.912308515	2.474261199	0.017374495	0.16183101
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	6.116323378	5.39E-09	9.76E-08	2.997996659	0.003160396	0.025329125	-3.581498851	0.00059994	0.011157253	4.710126144	8.69E-06	0.000202264	1.70011543	0.092898587	0.204437223	-2.595315963	0.014148181	0.125575516	4.472291899	3.49E-05	0.000568417	2.841568129	0.005890781	0.073861333	-2.528478733	0.015207665	0.16183101
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	-0.951431454	0.343051176	0.474008058	0.022500666	0.982080412	0.987865034	1.268232065	0.208586349	0.302688729	-1.418431991	0.162916722	0.331942822	-1.460271808	0.151366445	0.277221691	0.462520907	0.646837558	0.719689569	0.251721755	0.801888755	0.848752383	2.212940672	0.03150838	0.175069227	1.664174857	0.103349319	0.254061104
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	0.91771828	0.360012336	0.484975295	0.75997769	0.448297618	0.576939354	-0.35739872	0.721783908	0.771480505	-2.052507312	0.042798741	0.120279221	-1.884484763	0.06312464	0.153571886	0.070904195	0.943915287	0.956618737	2.700845351	0.010113916	0.042270984	2.546561023	0.014466244	0.117899892	-0.435676393	0.665250874	0.812253876
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	-1.605083829	0.110495579	0.196839119	-1.842498073	0.06761403	0.152976149	-0.790149847	0.431898823	0.525369463	-1.13281919	0.260421396	0.469046272	-1.913820925	0.061324265	0.153571886	-0.949408616	0.349528496	0.460398078	-1.656404815	0.101811067	0.21050067	-1.294501312	0.199862158	0.518396698	0.135387197	0.892937548	0.935373562
PWY-7392: taxadiene biosynthesis (engineered)	0.829683256	0.407819917	0.525491276	-0.038041763	0.969702755	0.978709282	-0.815416206	0.417382258	0.511528632	-0.159880372	0.87335979	0.927411373	-0.857507404	0.395206245	0.539067932	-0.890512071	0.379837631	0.493334931	0.661743938	0.511908573	0.608841376	0.387349112	0.699933277	0.840157232	-0.081576901	0.935361707	0.957634438
PWY-7399: methylphosphonate degradation II	-1.817212173	0.071686055	0.141722382	0.968097113	0.334742202	0.456593966	2.127188377	0.036648682	0.078088041	-1.351489562	0.183744519	0.366150587	2.035846248	0.044492239	0.136877337	1.977533862	0.056648391	0.169425463	-1.682953373	0.096559284	0.201784145	-0.220483513	0.826220938	0.907363199	1.013680649	0.316405257	0.503161531
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.824725204	0.410570947	0.526953263	0.531551347	0.595780687	0.707834299	-0.34639148	0.73000571	0.777718501	0.728249955	0.468279792	0.703498673	0.295292316	0.768868013	0.858393741	-0.115574841	0.908711732	0.934511119	-0.78870983	0.433118377	0.546659658	-0.736982187	0.463663299	0.688213515	-0.377071378	0.707975139	0.832354845
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)"	-0.812363502	0.418155455	0.534583053	2.211172919	0.02925465	0.092592387	2.478217757	0.01542254	0.044493345	0.066481872	0.94715199	0.958917853	1.939791879	0.056420373	0.153571886	1.491691508	0.145573527	0.268118473	-0.98819703	0.326767871	0.459165198	1.249146933	0.221176584	0.526303404	2.150288732	0.037198188	0.173657568
PWY-7456: mannan degradation	2.601545993	0.010031577	0.029462109	0.729199779	0.466875223	0.592223046	-2.131848737	0.036250687	0.077923634	0.94447349	0.347767863	0.591080369	-2.047141708	0.044506128	0.136877337	-3.019094296	0.004947243	0.125575516	2.152386031	0.037356529	0.114888947	2.022584649	0.049152396	0.210837908	-0.132503531	0.895204146	0.935373562
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0.139452874	0.889250336	0.912202029	1.560214084	0.120701149	0.234867559	1.30348498	0.19634414	0.288325178	0.903513456	0.369107923	0.611033578	1.093525896	0.278647459	0.420551257	0.302590369	0.764160292	0.813978619	-0.882147709	0.380526443	0.500579725	0.473398782	0.63752455	0.787853265	1.449111101	0.154560677	0.309121355
PWY-7560: methylerythritol phosphate pathway II	-2.488897092	0.013754882	0.037681441	-0.441832419	0.659209846	0.755362104	2.028729591	0.045988896	0.096105001	-1.69153495	0.095152054	0.221568355	0.643377141	0.522227296	0.654792687	2.170705685	0.037481823	0.141559129	-2.120926963	0.037078808	0.114888947	-1.307219803	0.195477488	0.518094807	0.818427265	0.417625833	0.607794739
PWY-7663: gondoate biosynthesis (anaerobic)	-4.246246493	3.52E-05	0.000215623	-2.165915793	0.031963792	0.096404243	3.014502433	0.00349732	0.02116449	-3.086299691	0.003014201	0.014888328	-2.176880484	0.0338204	0.121436202	1.24607532	0.221782522	0.339441794	-2.263312907	0.027048566	0.089977883	-0.772857415	0.442334206	0.686326206	2.83586787	0.006940048	0.16183101
