Species	t.non-ED.T1.All	p.vals.non-ED.T1.All	adj.p.vals.non-ED.T1.All	t.non-ED.T2.All	p.vals.non-ED.T2.All	adj.p.vals.non-ED.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.non-ED.T1.CEED	p.vals.non-ED.T1.CEED	adj.p.vals.non-ED.T1.CEED	t.non-ED.T2.CEED	p.vals.non-ED.T2.CEED	adj.p.vals.non-ED.T2.CEED	t.T1.T2.CEED	p.vals.T1.T2.CEED	adj.p.vals.T1.T2.CEED	t.non-ED.T1.ACUTE	p.vals.non-ED.T1.ACUTE	adj.p.vals.non-ED.T1.ACUTE	t.non-ED.T2.ACUTE	p.vals.non-ED.T2.ACUTE	adj.p.vals.non-ED.T2.ACUTE	t.T1.T2.ACUTE	p.vals.T1.T2.ACUTE	adj.p.vals.T1.T2.ACUTE
Desulfarculus baarsii	1.783388736	0.076247713	0.160646243	1.207980436	0.228961249	0.33080738	-1.144209056	0.25612792	0.741131362	-0.200935658	0.841286446	0.973149447	-0.12404046	0.901712596	0.978146458	-0.500936921	0.619843975	0.999967035	3.101703917	0.002644201	0.011392199	2.435446642	0.017351104	0.041231052	-1.024212643	0.311462486	0.853825485
Desulfatibacillum aliphaticivorans	0.891612895	0.373786197	0.497351518	0.751212872	0.453583092	0.552729223	-0.831514667	0.4082879	0.794338665	-1.418104689	0.159968991	0.794827789	-0.933723015	0.353675767	0.837654919	0.057675661	0.954365633	0.999967035	2.624196328	0.010557672	0.026680492	2.354605846	0.021658934	0.047282151	-0.987032632	0.329148297	0.853998896
Desulfitobacterium dehalogenans	1.158196804	0.248272367	0.371239659	0.855640095	0.393503187	0.495211421	-0.805002565	0.423329479	0.799643837	-0.224573098	0.822859182	0.969628793	0.455689362	0.650009837	0.919948064	-0.018581236	0.985290547	0.999967035	2.343015488	0.021735771	0.043723277	1.474065782	0.144825076	0.191681679	-0.944185044	0.350350373	0.853998896
Desulfitobacterium dichloroeliminans	2.03475675	0.04331462	0.108540422	1.421378436	0.157271499	0.249177592	-0.73561281	0.464230575	0.820545591	0.217208839	0.82860275	0.970369592	0.871020727	0.386758963	0.859658871	0.213370293	0.832391757	0.999967035	2.613034525	0.011028836	0.027541077	1.564628576	0.122131984	0.168480905	-0.906459394	0.369744438	0.854222811
Desulfitobacterium hafniense	-0.700077031	0.484794375	0.601448021	-1.360128369	0.175701371	0.270511973	-1.100399268	0.274631408	0.750783968	-1.742924722	0.085582703	0.688860986	-1.320905844	0.191290352	0.75296868	-0.100815211	0.920326171	0.999967035	0.969303847	0.335432423	0.383134691	-0.007974319	0.99366059	0.994555297	-1.187725427	0.241461044	0.850407114
Desulfitobacterium metallireducens	1.092148608	0.276170212	0.402127864	1.313763315	0.190967423	0.286941588	0.329345408	0.742800564	0.929379336	-0.956746383	0.341259509	0.868004244	0.05185671	0.958811447	0.991455632	0.804119293	0.427261731	0.999967035	2.517080837	0.014189251	0.03262882	2.147895688	0.03510748	0.06624468	-0.111720096	0.911565231	0.982333834
Desulfobacca acetoxidans	1.341834732	0.18138101	0.294466828	1.595336208	0.112768564	0.195254728	0.193855831	0.846805972	0.963174302	-0.589554478	0.557160555	0.924613094	0.072322067	0.942603273	0.988332498	0.67481696	0.504638843	0.999967035	2.403707713	0.018535665	0.039133148	2.431970835	0.017518917	0.041458327	-0.194591875	0.846628939	0.971220243
Desulfobacter hydrogenophilus	0.641949458	0.521701263	0.636020097	0.468649272	0.640003577	0.712425372	-0.049421798	0.960712812	0.987725084	-0.257012185	0.797774545	0.967047484	0.357480586	0.72200072	0.93939103	0.541006985	0.592249319	0.999967035	1.098337967	0.275625435	0.324011457	0.529360443	0.598198162	0.633654542	-0.353780303	0.725232362	0.936969192
Desulfobacter postgatei	1.064071245	0.288816801	0.414684521	0.415443158	0.67839239	0.744191564	-0.719539672	0.474015346	0.822869969	-0.190109157	0.849739467	0.973785004	1.002550092	0.319849007	0.822188662	1.013945231	0.318214442	0.999967035	1.376161491	0.172541919	0.217902292	-0.133067397	0.894516142	0.905925787	-1.351924003	0.183468245	0.84843959
Desulfobacterium autotrophicum	2.58847951	0.010497149	0.042383677	2.097223734	0.037726805	0.092617306	-1.105561093	0.272404077	0.749515773	0.591054764	0.556513618	0.924613094	1.295881248	0.200681272	0.76441572	0.552888332	0.584181934	0.999967035	3.408226785	0.001030765	0.006978068	2.460384999	0.016325842	0.039727334	-1.602826999	0.116294245	0.84843959
Desulfobacula toluolica	0.831524431	0.406784581	0.528743849	1.157833439	0.24873103	0.351533984	-0.013550964	0.989223736	0.997980986	-0.900365949	0.370741396	0.876206662	0.210722918	0.833754088	0.967484847	0.389800364	0.699266597	0.999967035	2.095222217	0.039452238	0.067490162	1.758008216	0.083023667	0.125426894	-0.318702428	0.751495121	0.947149157
Desulfobulbus oralis	-0.088339401	0.92971918	0.953566932	0.916992554	0.360739361	0.464960499	0.804949058	0.423360167	0.799643837	-1.462157683	0.149057055	0.782508696	-0.015339905	0.987825276	0.996911516	1.428048601	0.162965598	0.999967035	1.536487947	0.128305513	0.171274806	1.859640136	0.067083108	0.106863833	0.141911623	0.887812637	0.977357986
Desulfocapsa sulfexigens	0.756100551	0.450544784	0.569378787	1.344563767	0.180675483	0.275927342	0.221506715	0.825291994	0.954081874	-0.306374087	0.760023947	0.959363476	1.042241795	0.301420939	0.816980795	1.025508987	0.312813185	0.999967035	1.743860795	0.085213404	0.122231416	1.575825453	0.119622891	0.165842861	-0.540670918	0.591524298	0.906725728
Desulfococcus multivorans	1.451370203	0.148606169	0.255713029	1.382662865	0.168867694	0.262516956	-0.801106681	0.425567354	0.800066869	-1.094492028	0.277485032	0.854248311	-0.54246961	0.589311722	0.900223545	0.334773463	0.739980525	0.999967035	3.508042888	0.000756657	0.006068544	3.054879585	0.003253796	0.015682232	-1.134188643	0.262998964	0.850407114
Desulfococcus oleovorans	0.329810047	0.741953083	0.813528356	0.832997855	0.406137598	0.507489381	-0.233501895	0.815999494	0.95304246	-0.644482674	0.521421549	0.916527821	-0.370146734	0.712475884	0.937000566	-0.283892253	0.778321796	0.999967035	1.486388526	0.141014478	0.18493593	1.962951023	0.05352818	0.090318648	-0.087741393	0.930489569	0.984755679
Desulfocurvibacter africanus	0.755577124	0.450943247	0.56962331	1.416634807	0.158738627	0.25100122	0.19308809	0.847405063	0.963174302	-1.161811106	0.248881388	0.847711901	0.109524497	0.913175455	0.979623466	0.906177296	0.371615096	0.999967035	2.101413412	0.038707235	0.066461171	2.201370968	0.030916893	0.060655168	-0.262909103	0.793876289	0.955504122
Desulfofarcimen acetoxidans	-0.703715206	0.482488364	0.599792066	-0.415965144	0.677973344	0.744191564	-0.068386663	0.945657444	0.984584983	-1.801801794	0.075489874	0.686629192	-0.663027973	0.50923753	0.881851814	0.854670256	0.399087338	0.999967035	0.754395422	0.453293295	0.498891907	0.28608477	0.775683601	0.798675335	-0.56003541	0.578361395	0.904483014
Desulfoglaeba alkanexedens	2.042340875	0.042710483	0.107608732	1.962071836	0.051852759	0.114137678	-0.422404549	0.67392241	0.905443303	-0.205056383	0.838081451	0.972403296	-0.170032363	0.8655856	0.969830009	-0.502585119	0.618697408	0.999967035	3.133087657	0.002400447	0.010784461	3.052163633	0.003201758	0.015682232	-0.233595803	0.816407325	0.964624131
Desulfohalobium retbaense	2.520770841	0.012672163	0.047920399	2.260292039	0.025271027	0.070641286	-0.548743319	0.584790146	0.866505901	-0.07533055	0.940135867	0.99102174	1.080626077	0.284456509	0.808653723	1.004441858	0.322700969	0.999967035	3.71113524	0.000377042	0.004284832	2.873478114	0.005334854	0.020720557	-1.172352993	0.247509663	0.850407114
Desulfomicrobium baculatum	1.220853682	0.223891689	0.345324231	2.131195107	0.034796528	0.087669585	0.519062186	0.605225644	0.880013345	-1.17215192	0.245156459	0.845272704	0.171773972	0.864291814	0.969830009	1.05271693	0.300355364	0.999967035	3.072660196	0.002883909	0.011943938	3.573490295	0.000634788	0.007028188	0.018722379	0.985149181	0.995603788
Desulfomicrobium orale	1.638503317	0.103457336	0.198898607	1.771105249	0.079040442	0.152378347	-0.481385215	0.631625913	0.889201098	0.012443345	0.990113366	0.998557446	0.618759815	0.539020016	0.886877811	0.05346364	0.957694883	0.999967035	2.148799392	0.034603912	0.061348817	1.963917522	0.05348818	0.090305985	-0.570303812	0.571439807	0.902677878
Desulfomonile tiedjei	1.080880843	0.28138223	0.407165435	1.234739952	0.218970815	0.319490596	-0.320131588	0.749747053	0.930683132	-0.662983447	0.509878071	0.910099241	0.218615307	0.827706881	0.967484847	0.662779165	0.512218048	0.999967035	1.8427264	0.069000734	0.103287389	1.363014898	0.177139389	0.224678395	-0.81741195	0.418199305	0.862018204
Desulfosarcina alkanivorans	1.328979103	0.185881817	0.299980005	0.280884713	0.779231566	0.825260869	-1.910978557	0.059778502	0.629416	-1.048709238	0.298405972	0.854248311	-1.108857638	0.27280853	0.80172362	-0.917958156	0.365508181	0.999967035	3.225838035	0.001840914	0.009443931	2.296605987	0.024686491	0.051571373	-1.679078573	0.100390189	0.84843959
Desulfosarcina ovata	2.611969107	0.009833282	0.040808863	2.250589341	0.02588237	0.071747736	-1.020933914	0.310524652	0.767194283	0.29066929	0.772157958	0.959596478	0.471624305	0.638998744	0.914709532	-0.029477501	0.976666843	0.999967035	3.834074837	0.000247582	0.003737144	3.457016049	0.000922585	0.008529876	-1.144842645	0.258606813	0.850407114
Desulfosarcina widdelii	0.715477611	0.47536729	0.592530029	0.789374137	0.431099578	0.531864918	-0.715555986	0.476458235	0.822869969	-1.487413155	0.141299155	0.768819662	-0.655291573	0.514809678	0.883393699	0.572656753	0.570879194	0.999967035	2.609351264	0.010801927	0.027095535	2.604812437	0.011170956	0.031800041	-1.168084923	0.249208344	0.850407114
Desulfosporosinus acidiphilus	1.066840887	0.287424108	0.413500494	0.723706723	0.470332854	0.566806159	-0.365617162	0.715666427	0.921824797	-1.225739728	0.22342107	0.827077199	-0.674325039	0.502192398	0.880636033	0.197318631	0.844826216	0.999967035	2.252466149	0.027499244	0.051513582	1.57080166	0.12070617	0.166928314	-0.500179851	0.619498734	0.910095159
Desulfosporosinus meridiei	2.138170346	0.03387471	0.092929734	1.248586281	0.213718672	0.313333785	-0.724492531	0.470987952	0.822747266	0.631550387	0.529329226	0.920897725	1.255178528	0.214158628	0.774008543	0.349656951	0.728886948	0.999967035	2.363160828	0.020515388	0.041905374	0.923677806	0.358758703	0.40743377	-1.169045801	0.248825184	0.850407114
Desulfosporosinus orientis	1.22081122	0.223679936	0.345145221	0.901665064	0.368540387	0.471426345	-0.254064001	0.80013223	0.947429206	-0.302830682	0.762730537	0.959363476	1.104795149	0.273135858	0.80172362	1.636945277	0.11144047	0.999967035	1.744602029	0.085751565	0.122805255	0.453721513	0.651527758	0.683888816	-1.387707368	0.172375773	0.84843959
Desulfosporosinus youngiae	-0.254875291	0.799103969	0.856789718	-0.218575036	0.827245961	0.865746602	-0.191894664	0.848336509	0.963174302	-1.948128595	0.054699513	0.664037923	-0.943152373	0.348704009	0.835525809	0.725104382	0.473657399	0.999967035	1.72524979	0.088360204	0.125623997	1.207339059	0.231356057	0.28033071	-0.746512477	0.459420152	0.866663064
Desulfotalea psychrophila	3.028013693	0.002843908	0.018639672	2.418144396	0.016860585	0.05554898	-0.963562395	0.338321319	0.771823704	0.860615482	0.392502565	0.878196122	0.273454972	0.785492033	0.958334681	-1.046261548	0.303279337	0.999967035	3.423759286	0.000992865	0.006855085	3.12930386	0.002537117	0.013866455	-0.509804178	0.612795447	0.908555546
Desulfotomaculum ferrireducens	0.960752148	0.338061687	0.464510965	1.830309011	0.069175293	0.138900389	0.176920338	0.860041605	0.965874165	0.151428388	0.880100765	0.982249006	0.952028836	0.345382872	0.835525809	0.238262149	0.813196932	0.999967035	1.050359865	0.296954009	0.344493923	1.51128909	0.135651814	0.182555153	0.064899381	0.9485549	0.988540795
Desulfotomaculum nigrificans	0.395078084	0.693267801	0.777321452	0.667952466	0.505195766	0.596532413	-0.457632405	0.6485222	0.894165525	-1.038699733	0.302493225	0.856841629	-0.001806581	0.998564312	0.99982606	0.397839737	0.693390052	0.999967035	1.939974684	0.055880864	0.08778571	1.516695292	0.133729052	0.180975425	-0.774328199	0.44297366	0.866663064
Desulfotomaculum reducens	1.513572485	0.131837444	0.23675364	1.570516761	0.118237963	0.202080749	-0.378173124	0.706356232	0.916640229	-0.364824749	0.716226097	0.956323109	0.441373054	0.660296884	0.924918005	0.191486879	0.849354025	0.999967035	2.567940634	0.01231364	0.029627365	2.054814616	0.043638956	0.077763808	-0.61631479	0.54093601	0.89108546
Desulfotomaculum ruminis	0.015250136	0.987849842	0.992313288	-0.342782339	0.732241342	0.788567599	-0.844649835	0.40095748	0.789978225	-1.53156218	0.129932165	0.752211805	-0.779260818	0.438601084	0.867522115	0.304477503	0.76273551	0.999967035	1.830352544	0.070873271	0.105437269	0.796392859	0.428445792	0.473513961	-1.09413898	0.279985392	0.850407114
Desulfovibrio alaskensis	0.037908878	0.9698087	0.980126604	1.521675158	0.130534772	0.217089246	0.929260217	0.355696403	0.783264901	-2.339067778	0.022414881	0.510970634	-0.474538633	0.637064419	0.913526103	1.275920519	0.211167584	0.999967035	2.342760125	0.021574443	0.043477431	2.943367029	0.004422675	0.018806933	0.258704947	0.797097298	0.957895521
Desulfovibrio carbinolicus	0.77570759	0.439207379	0.55963196	0.753085231	0.452666275	0.55218844	-0.657262925	0.512997493	0.84000838	-1.936872052	0.056636236	0.669753618	-0.166575316	0.868327443	0.969888631	1.36114293	0.182977352	0.999967035	2.605807344	0.011150268	0.027726404	2.012282268	0.048171214	0.083772092	-1.37590813	0.17597459	0.84843959
Desulfovibrio carbinoliphilus	1.491499153	0.138019725	0.244229696	1.984934103	0.049530215	0.110758637	0.235884181	0.81415706	0.95304246	-1.186918964	0.240043007	0.839960855	0.162167218	0.871913092	0.970629784	1.160798249	0.254310585	0.999967035	2.896017183	0.004843697	0.016108914	2.744721114	0.007696481	0.025462525	-0.256411352	0.798856046	0.958156039
Desulfovibrio desulfuricans	0.814602931	0.416541948	0.53777936	2.151149854	0.033138255	0.084876693	0.917631991	0.361714512	0.784011988	-1.593613225	0.115480573	0.728536915	0.072345331	0.942602027	0.988332498	1.316085068	0.197495733	0.999967035	2.473235159	0.015693995	0.034862999	3.636071632	0.00053038	0.006484098	0.125485115	0.900724373	0.980340611
Desulfovibrio fairfieldensis	-0.409358391	0.682761562	0.769110004	0.206787681	0.836445127	0.872225519	0.885433206	0.378715972	0.786879765	-3.107425226	0.003001646	0.260674162	-2.117970289	0.039479714	0.539135747	1.475243441	0.149919337	0.999967035	2.713489964	0.009611513	0.024986337	2.666230604	0.010498783	0.030760272	-0.073544974	0.941713514	0.987870083
Desulfovibrio ferrophilus	1.140710034	0.255744835	0.379250211	1.838043153	0.068089556	0.13771534	0.397983503	0.6917581	0.908066606	-1.707467297	0.09231092	0.705717369	-0.419247047	0.676745613	0.929548071	0.929124803	0.359780585	0.999967035	3.415154063	0.000997006	0.006875134	3.969497742	0.000168913	0.003740315	-0.109513517	0.913304698	0.982333834
Desulfovibrio gigas	0.204561627	0.838149464	0.885972684	0.021343737	0.982999506	0.986126208	-0.748154013	0.456676221	0.81632925	-1.828020237	0.071053154	0.686629192	-0.717862585	0.47547252	0.877673951	0.60917071	0.546712231	0.999967035	1.897574187	0.061323106	0.094257141	1.105535333	0.272608317	0.322449441	-1.174030833	0.246844189	0.850407114
Desulfovibrio hydrothermalis	1.562885406	0.119792973	0.221893519	1.187410786	0.23694381	0.339241035	-0.475008768	0.636142977	0.891705791	-0.014099741	0.988781989	0.998320865	0.186499208	0.852710089	0.969830009	0.078510612	0.937910785	0.999967035	2.137813783	0.03582247	0.062827796	1.660797236	0.101174107	0.144891958	-0.604626409	0.548604639	0.895055359
Desulfovibrio magneticus	0.491080765	0.624073478	0.722173723	0.418428578	0.676325319	0.743035407	-0.623661062	0.534717586	0.850652246	-2.086304291	0.040969541	0.606159947	-0.284162383	0.777433647	0.956179732	1.549057118	0.131202473	0.999967035	2.927220354	0.004440773	0.015292326	1.75230565	0.084196477	0.126613641	-1.441275714	0.156750041	0.84843959
Desulfovibrio piger	1.870493633	0.0629917	0.139638993	1.810841314	0.072084206	0.143065214	-0.109296471	0.913255419	0.980802724	0.096722994	0.923150303	0.98627542	1.087585565	0.280446413	0.806030453	0.935249484	0.356664319	0.999967035	2.049618113	0.044282606	0.073586422	1.512649911	0.13499434	0.182111297	-0.701685138	0.486656209	0.870787561
Desulfovibrio salexigens	1.736850336	0.084061608	0.172086341	1.22545423	0.222174268	0.323004075	-0.505517135	0.61465867	0.883153611	-0.319554913	0.750055602	0.958319425	-0.209681	0.83457048	0.967484847	-0.233124657	0.81714941	0.999967035	2.781412622	0.006960841	0.020255683	2.241319018	0.028372776	0.057074155	-0.449230888	0.655521247	0.922900356
Desulfovibrio sp. G11	1.062657479	0.289491419	0.415224079	2.938094006	0.003825639	0.021555239	1.875796815	0.064523358	0.632222494	-0.890082538	0.376836714	0.876206662	0.41449355	0.680152376	0.929548071	1.439816185	0.159631462	0.999967035	2.07478539	0.041217214	0.069673138	3.625415429	0.00054939	0.006566684	1.212962955	0.231765615	0.850407114
Desulfovibrio sp. IOR2	0.441038853	0.659820772	0.75087712	0.40383709	0.686951434	0.751737758	-0.646678554	0.519788272	0.842593973	-2.128357987	0.037097645	0.577559411	-1.136485936	0.260343331	0.797614748	0.515424732	0.609798984	0.999967035	2.643403844	0.009851102	0.025383599	2.203770987	0.030769099	0.060514739	-0.953497072	0.345667839	0.853998896
Desulfovibrio vulgaris	0.43143287	0.666811573	0.756085458	1.32685027	0.187002715	0.282435079	0.463976056	0.643991143	0.892775014	-2.934424681	0.004637333	0.30037836	-0.833121744	0.40869541	0.864421821	1.487699179	0.146618964	0.999967035	2.673623761	0.009080742	0.02406808	2.755581468	0.007465838	0.025057444	-0.362921051	0.718441815	0.935416464
Desulfurispirillum indicum	1.14964514	0.251942486	0.375112869	1.231370056	0.220152162	0.320567387	-0.208705585	0.835236434	0.958750797	-0.99715179	0.322178289	0.8587007	0.541873617	0.590137512	0.900223545	1.565153673	0.127383648	0.999967035	2.469870774	0.015644869	0.034781674	1.6841807	0.096571825	0.13965764	-1.071752476	0.289809822	0.850407114
Desulfurivibrio alkaliphilus	2.154077413	0.032659972	0.090637845	1.083836295	0.280356651	0.384082393	-1.470336011	0.145598851	0.688713544	-0.18593326	0.853069974	0.974338982	-0.461140171	0.646627177	0.918820491	-1.203176287	0.237734388	0.999967035	3.857519174	0.000227195	0.003583062	2.674813853	0.009325006	0.028697886	-1.009272854	0.318489615	0.853998896
Desulfurobacterium thermolithotrophum	1.184148949	0.237917151	0.360704726	0.630999822	0.528982689	0.619356601	-0.720546037	0.473399332	0.822869969	0.802394351	0.425138305	0.889392368	-0.129375297	0.897449168	0.977874565	-0.923418471	0.362700064	0.999967035	1.089553258	0.27968363	0.327880534	1.024222871	0.30923925	0.359571496	-0.286034293	0.776225382	0.951153079
Desulfuromonas soudanensis	1.662241068	0.098460489	0.192623512	1.598506534	0.112496872	0.194921371	-0.0315048	0.974949555	0.992001527	-0.458074881	0.648468348	0.941632966	0.682897182	0.498293565	0.879434816	1.178420307	0.24731802	0.999967035	2.88514686	0.00499822	0.016496499	2.144169415	0.035426774	0.066701223	-0.732379273	0.467910537	0.868836653
Desulfuromonas sp. DDH964	1.942751955	0.053690282	0.125277324	2.337048423	0.020816758	0.062519657	-0.037967348	0.96981327	0.989996155	0.041127568	0.967315618	0.994881607	0.143406226	0.88649665	0.973916863	-0.146035449	0.884809481	0.999967035	2.961753448	0.004029573	0.014375075	3.450855528	0.000939884	0.008620255	0.05439692	0.956870888	0.989633121
Devosia ginsengisoli	2.158880422	0.032158095	0.08968123	1.832210554	0.068746848	0.138416261	-0.879717823	0.381785409	0.788065534	0.239479455	0.811379105	0.968823692	0.35970826	0.720189776	0.938306323	-0.257602475	0.798363116	0.999967035	2.601758999	0.011328245	0.028058105	2.170805623	0.033541204	0.06405839	-0.856690837	0.396365053	0.859063901
